facility_record_id,facility_name,company_name,facility_object_type,metric_name,metric_period,metric_value,currency_or_unit,related_object_type,source_doc,source_sheet,source_date,adopted,notes
3423,Hexalux Optoelectronics Corp. - Yunling fab,Hexalux Optoelectronics Corp.,外延工厂,project_construction_cost,project,10,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3423.
3765,Hexatech Inc. - n/a,Hexatech Inc.,外延工厂,current_full_capacity,current,1000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3765.
3765,Hexatech Inc. - n/a,Hexatech Inc.,外延工厂,capacity_200mm_equivalent,current,62.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3765.
3765,Hexatech Inc. - n/a,Hexatech Inc.,外延工厂,project_total_cost,project,2,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3765.
1831,"Hexawave, Inc. - N/A","Hexawave, Inc.",晶圆制造工厂,current_full_capacity,current,3000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1831.
1831,"Hexawave, Inc. - N/A","Hexawave, Inc.",晶圆制造工厂,capacity_200mm_equivalent,current,750,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1831.
1831,"Hexawave, Inc. - N/A","Hexawave, Inc.",晶圆制造工厂,cleanroom_area,current,8500,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1831.
1831,"Hexawave, Inc. - N/A","Hexawave, Inc.",晶圆制造工厂,facility_size,current,35000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1831.
3200,High Power Opto Inc. - HPO HQ,High Power Opto Inc.,外延工厂,current_full_capacity,current,44000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3200.
3200,High Power Opto Inc. - HPO HQ,High Power Opto Inc.,外延工厂,capacity_200mm_equivalent,current,2750,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3200.
3200,High Power Opto Inc. - HPO HQ,High Power Opto Inc.,外延工厂,facility_size,current,285167,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3200.
3200,High Power Opto Inc. - HPO HQ,High Power Opto Inc.,外延工厂,project_total_cost,project,85,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3200.
3200,High Power Opto Inc. - HPO HQ,High Power Opto Inc.,外延工厂,project_construction_cost,project,20,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3200.
268,Hitachi Power Device - Rinkai Works,Hitachi Power Device,研发中试工厂,current_full_capacity,current,6000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 268.
268,Hitachi Power Device - Rinkai Works,Hitachi Power Device,研发中试工厂,capacity_200mm_equivalent,current,3375,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 268.
268,Hitachi Power Device - Rinkai Works,Hitachi Power Device,研发中试工厂,cleanroom_area,current,23000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 268.
268,Hitachi Power Device - Rinkai Works,Hitachi Power Device,研发中试工厂,project_total_cost,project,24,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 268.
268,Hitachi Power Device - Rinkai Works,Hitachi Power Device,研发中试工厂,project_construction_cost,project,4,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 268.
1502,Hitachi Power Device - Rinkai Works (expansion Fab),Hitachi Power Device,晶圆制造工厂,current_full_capacity,current,9000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1502.
1502,Hitachi Power Device - Rinkai Works (expansion Fab),Hitachi Power Device,晶圆制造工厂,capacity_200mm_equivalent,current,5062.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1502.
1502,Hitachi Power Device - Rinkai Works (expansion Fab),Hitachi Power Device,晶圆制造工厂,project_total_cost,project,35,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1502.
1502,Hitachi Power Device - Rinkai Works (expansion Fab),Hitachi Power Device,晶圆制造工厂,project_construction_cost,project,22,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1502.
3558,Hitachi Power Device - Haramachi Dai-1,Hitachi Power Device,晶圆制造工厂,current_full_capacity,current,35000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3558.
3558,Hitachi Power Device - Haramachi Dai-1,Hitachi Power Device,晶圆制造工厂,capacity_200mm_equivalent,current,13671.875,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3558.
3558,Hitachi Power Device - Haramachi Dai-1,Hitachi Power Device,晶圆制造工厂,project_equipment_cost,project,11,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 3558.
6182,HKC - Qingdao HKC fab,HKC,晶圆制造工厂,current_full_capacity,current,75000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6182.
6182,HKC - Qingdao HKC fab,HKC,晶圆制造工厂,capacity_200mm_equivalent,current,42187.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6182.
6182,HKC - Qingdao HKC fab,HKC,晶圆制造工厂,project_equipment_cost,project,21,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6182.
5014,"HLJ Technology Co., Ltd - Hukou fab","HLJ Technology Co., Ltd",外延工厂,current_full_capacity,current,1500,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5014.
5014,"HLJ Technology Co., Ltd - Hukou fab","HLJ Technology Co., Ltd",外延工厂,capacity_200mm_equivalent,current,375,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5014.
5014,"HLJ Technology Co., Ltd - Hukou fab","HLJ Technology Co., Ltd",外延工厂,facility_size,current,37900,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5014.
5014,"HLJ Technology Co., Ltd - Hukou fab","HLJ Technology Co., Ltd",外延工厂,project_total_cost,project,10,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5014.
5014,"HLJ Technology Co., Ltd - Hukou fab","HLJ Technology Co., Ltd",外延工厂,project_construction_cost,project,4,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5014.
5015,"HLJ Technology Co., Ltd - 6"" line","HLJ Technology Co., Ltd",外延工厂,current_full_capacity,current,2000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5015.
5015,"HLJ Technology Co., Ltd - 6"" line","HLJ Technology Co., Ltd",外延工厂,capacity_200mm_equivalent,current,1125,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5015.
5015,"HLJ Technology Co., Ltd - 6"" line","HLJ Technology Co., Ltd",外延工厂,facility_size,current,145000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5015.
5015,"HLJ Technology Co., Ltd - 6"" line","HLJ Technology Co., Ltd",外延工厂,project_total_cost,project,30.5,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5015.
5015,"HLJ Technology Co., Ltd - 6"" line","HLJ Technology Co., Ltd",外延工厂,project_construction_cost,project,9,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 5015.
2286,HL-Planartechnik GmbH - Fab 1,HL-Planartechnik GmbH,晶圆制造工厂,current_full_capacity,current,1100,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2286.
2286,HL-Planartechnik GmbH - Fab 1,HL-Planartechnik GmbH,晶圆制造工厂,capacity_200mm_equivalent,current,618.75,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2286.
2286,HL-Planartechnik GmbH - Fab 1,HL-Planartechnik GmbH,晶圆制造工厂,cleanroom_area,current,7427,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2286.
2286,HL-Planartechnik GmbH - Fab 1,HL-Planartechnik GmbH,晶圆制造工厂,project_total_cost,project,25,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2286.
2286,HL-Planartechnik GmbH - Fab 1,HL-Planartechnik GmbH,晶圆制造工厂,project_construction_cost,project,10,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2286.
307,Honda - Honda R&D Center,Honda,研发中试工厂,current_full_capacity,current,3000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 307.
307,Honda - Honda R&D Center,Honda,研发中试工厂,capacity_200mm_equivalent,current,750,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 307.
307,Honda - Honda R&D Center,Honda,研发中试工厂,project_total_cost,project,14,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 307.
311,Honeywell Incorporated - Solid State Electonic Center,Honeywell Incorporated,晶圆制造工厂,current_full_capacity,current,3000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 311.
311,Honeywell Incorporated - Solid State Electonic Center,Honeywell Incorporated,晶圆制造工厂,capacity_200mm_equivalent,current,1687.5,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 311.
311,Honeywell Incorporated - Solid State Electonic Center,Honeywell Incorporated,晶圆制造工厂,cleanroom_area,current,40000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 311.
2247,Honeywell Incorporated - 研发,Honeywell Incorporated,研发中试工厂,current_full_capacity,current,400,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2247.
2247,Honeywell Incorporated - 研发,Honeywell Incorporated,研发中试工厂,capacity_200mm_equivalent,current,100,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2247.
2157,Honeywell Incorporated - Fab 2,Honeywell Incorporated,晶圆制造工厂,current_full_capacity,current,830,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2157.
2157,Honeywell Incorporated - Fab 2,Honeywell Incorporated,晶圆制造工厂,capacity_200mm_equivalent,current,830,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2157.
2157,Honeywell Incorporated - Fab 2,Honeywell Incorporated,晶圆制造工厂,cleanroom_area,current,10000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2157.
2157,Honeywell Incorporated - Fab 2,Honeywell Incorporated,晶圆制造工厂,facility_size,current,24700,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2157.
2157,Honeywell Incorporated - Fab 2,Honeywell Incorporated,晶圆制造工厂,project_total_cost,project,102,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2157.
2157,Honeywell Incorporated - Fab 2,Honeywell Incorporated,晶圆制造工厂,project_construction_cost,project,11,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2157.
2174,Honeywell Incorporated - 6-inch MEMS (was 4-inch),Honeywell Incorporated,晶圆制造工厂,current_full_capacity,current,800,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2174.
2174,Honeywell Incorporated - 6-inch MEMS (was 4-inch),Honeywell Incorporated,晶圆制造工厂,capacity_200mm_equivalent,current,450,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2174.
2174,Honeywell Incorporated - 6-inch MEMS (was 4-inch),Honeywell Incorporated,晶圆制造工厂,cleanroom_area,current,3000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2174.
2174,Honeywell Incorporated - 6-inch MEMS (was 4-inch),Honeywell Incorporated,晶圆制造工厂,project_total_cost,project,10,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2174.
3437,Honeywell Incorporated - Richardson Sensor Fab,Honeywell Incorporated,晶圆制造工厂,current_full_capacity,current,5000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3437.
3437,Honeywell Incorporated - Richardson Sensor Fab,Honeywell Incorporated,晶圆制造工厂,capacity_200mm_equivalent,current,5000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3437.
3437,Honeywell Incorporated - Richardson Sensor Fab,Honeywell Incorporated,晶圆制造工厂,facility_size,current,139932,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3437.
3437,Honeywell Incorporated - Richardson Sensor Fab,Honeywell Incorporated,晶圆制造工厂,project_total_cost,project,18,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3437.
3437,Honeywell Incorporated - Richardson Sensor Fab,Honeywell Incorporated,晶圆制造工厂,project_construction_cost,project,4,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 3437.
325,HRL Laboratories - High Speed Circuits Laboratory,HRL Laboratories,研发中试工厂,current_full_capacity,current,500,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 325.
325,HRL Laboratories - High Speed Circuits Laboratory,HRL Laboratories,研发中试工厂,capacity_200mm_equivalent,current,70.3125,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 325.
325,HRL Laboratories - High Speed Circuits Laboratory,HRL Laboratories,研发中试工厂,cleanroom_area,current,10000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 325.
325,HRL Laboratories - High Speed Circuits Laboratory,HRL Laboratories,研发中试工厂,facility_size,current,250000,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 325.
6360,HR-Micro - HR-Micro 150mm Fab,HR-Micro,晶圆制造工厂,current_full_capacity,current,10000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6360.
6360,HR-Micro - HR-Micro 150mm Fab,HR-Micro,晶圆制造工厂,capacity_200mm_equivalent,current,5625,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6360.
6360,HR-Micro - HR-Micro 150mm Fab,HR-Micro,晶圆制造工厂,project_total_cost,project,138,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6360.
6360,HR-Micro - HR-Micro 150mm Fab,HR-Micro,晶圆制造工厂,project_construction_cost,project,50,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6360.
1419,Hua Hong Semiconductor - Fab 1 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,current_full_capacity,current,65000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1419.
1419,Hua Hong Semiconductor - Fab 1 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,capacity_200mm_equivalent,current,65000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1419.
1419,Hua Hong Semiconductor - Fab 1 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,cleanroom_area,current,136163,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1419.
1419,Hua Hong Semiconductor - Fab 1 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,facility_size,current,829316,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 1419.
1419,Hua Hong Semiconductor - Fab 1 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,project_equipment_cost,project,98,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 1419.
6250,Hua Hong Semiconductor - Fab 9A (Wuxi 2nd Fab Phase 1),Hua Hong Semiconductor,晶圆制造工厂,current_full_capacity,current,83000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6250.
6250,Hua Hong Semiconductor - Fab 9A (Wuxi 2nd Fab Phase 1),Hua Hong Semiconductor,晶圆制造工厂,capacity_200mm_equivalent,current,186750,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6250.
6250,Hua Hong Semiconductor - Fab 9A (Wuxi 2nd Fab Phase 1),Hua Hong Semiconductor,晶圆制造工厂,project_equipment_cost,project,420,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6250.
2342,Hua Hong Semiconductor - Fab 2 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,current_full_capacity,current,60000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2342.
2342,Hua Hong Semiconductor - Fab 2 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,capacity_200mm_equivalent,current,60000,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2342.
2342,Hua Hong Semiconductor - Fab 2 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,cleanroom_area,current,64583,sq ft,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 2342.
2342,Hua Hong Semiconductor - Fab 2 (was HHNEC),Hua Hong Semiconductor,晶圆制造工厂,project_equipment_cost,project,98,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 2342.
6662,Hua Hong Semiconductor - Fab 9B (Wuxi 2nd Fab Phase 2),Hua Hong Semiconductor,晶圆制造工厂,current_full_capacity,current,65000,wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6662.
6662,Hua Hong Semiconductor - Fab 9B (Wuxi 2nd Fab Phase 2),Hua Hong Semiconductor,晶圆制造工厂,capacity_200mm_equivalent,current,146250,200mm equivalent wafers/month,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,2026-06-25,yes,SEMI WFF Company Detail record 6662.
6662,Hua Hong Semiconductor - Fab 9B (Wuxi 2nd Fab Phase 2),Hua Hong Semiconductor,晶圆制造工厂,project_total_cost,project,7900,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6662.
6662,Hua Hong Semiconductor - Fab 9B (Wuxi 2nd Fab Phase 2),Hua Hong Semiconductor,晶圆制造工厂,project_construction_cost,project,600,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6662.
6662,Hua Hong Semiconductor - Fab 9B (Wuxi 2nd Fab Phase 2),Hua Hong Semiconductor,晶圆制造工厂,project_equipment_cost,project,7300,USD million,工厂,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Project Spending,2026-06-25,yes,SEMI WFF Project Spending record 6662.
