nameCn,nameEn,objectTypeName,description,property.record_id,property.facility_type,property.status,property.city,property.state_province,property.country,property.country_region,property.region,property.address,property.website,property.product_type,property.product_type_2,property.products,property.technology_and_materials,property.current_geometry,property.current_wafer_size,property.current_full_capacity,property.capacity_200mm_equivalent,property.cleanroom_sq_ft,property.cleanroom_class,property.facility_size,property.start_year,property.construction_year,property.first_silicon_year,property.production_year,property.data_source,property.source_sheet,source_url
Hua Li Microelectronics (HLMC) - Hua Hong Chengdu Phase 2 (HH Fab10),,晶圆制造工厂,"Hua Li Microelectronics (HLMC) 的 Hua Hong Chengdu Phase 2 (HH Fab10)，位于 Chengdu, Sichuan, 中国。",6550,晶圆厂,Planned,Chengdu,Sichuan,中国,中国,亚太,"No. 100-1 Kangsheng Road, Hi-Tech Zone",http://www.hlmc.cn/en/,Foundry/Logic,Logic&Micro,Foundry logic,,0.028,12,30000,67500,,,,2027,2026,2027,2027,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.hlmc.cn/en/
Hua Li Microelectronics (HLMC) - HLMC Fab 3 Phase 1  (HH Fab 8-1),,晶圆制造工厂,"Hua Li Microelectronics (HLMC) 的 HLMC Fab 3 Phase 1  (HH Fab 8-1)，位于 Shanghai, Shanghai, 中国。",6514,晶圆厂,Equipping,Shanghai,Shanghai,中国,中国,亚太,Kangqiao Industrial Park,http://www.hlmc.cn/en/,Foundry/Logic,Logic&Micro,,,0.007,12,20000,45000,,,,2026,2024,2026,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.hlmc.cn/en/
"Huayue Microelectronics Co.,Ltd - Fab 1",,晶圆制造工厂,"Huayue Microelectronics Co.,Ltd 的 Fab 1，位于 Shaoxing, Zhejiang, 中国。",1307,晶圆厂,in production,Shaoxing,Zhejiang,中国,中国,亚太,"3, W Ring Rd.",www.chmc.com.cn,Discrete/Power,Discrete,Power Transistors,"Bipolar, Bi-CMOS",0.8,5,23500,9179.6875,43056,100,,1997,1995,1997,1997,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
"Huayue Microelectronics Co.,Ltd - Fab 2",,晶圆制造工厂,"Huayue Microelectronics Co.,Ltd 的 Fab 2，位于 Shaoxing, Zhejiang, 中国。",321,晶圆厂,in production,Shaoxing,Zhejiang,中国,中国,亚太,"3, W Ring Rd.",www.chmc.com.cn,Discrete/Power,Discrete,"Rectifier, Discrete IC, Foundry","CMOS, BiCMOS, BiPolar",1,4,20000,5000,,100,,1982,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
"Huayue Microelectronics Co.,Ltd - Fab 3",,晶圆制造工厂,"Huayue Microelectronics Co.,Ltd 的 Fab 3，位于 Shaoxing, Zhejiang, 中国。",2994,晶圆厂,In production,Shaoxing,Zhejiang,中国,中国,亚太,"No. 3, W Ring Rd.",www.chmc.com.cn,Discrete/Power,Discrete,"Power, MOSFET",,0.8,5,20000,7812.5,,100,81892,2004,2003,2004,2004,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
HY Electronic Limited - Yangzhou Fab 2,,晶圆制造工厂,"HY Electronic Limited 的 Yangzhou Fab 2，位于 Yangzhou, Jiangsu, 中国。",4972,晶圆厂,In production,Yangzhou,Jiangsu,中国,中国,亚太,"No. 5, Weichai Avenue, Beishan Industrial Park, Huaisi, Hanjiang District",http://www.hygroup.com.tw/,Discrete/Power,Discrete,"Rectifier diodes, bridge rectifiers, voltage protection devices, LED driver ICs, IGBT modules, power modules",,1,4,36000,9000,,,,2019,2017,2019,2019,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.hygroup.com.tw/
Infineon - Kulim 2,,晶圆制造工厂,"Infineon 的 Kulim 2，位于 Kulim, Kedah, 马来西亚。",3412,晶圆厂,In production,Kulim,Kedah,马来西亚,SE Asia,亚太,"Lot 10 & 11, Jalan Hi-Tech 7, Industrial Zone II, Kulim Hi-Tech Park",http://www.infineon.com,Analog/Power,Analog,"power and logic chips for automotive IC and industrial applications, MEMS","CMOS, MEMS",0.13,8,135000,135000,105000,10,,2016,2011,2016,2016,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Dresden - Module 3 (former SC300) (building 32),,晶圆制造工厂,"Infineon 的 Dresden - Module 3 (former SC300) (building 32)，位于 Dresden, Saxony, 德国。",1650,晶圆厂,In production,Dresden,Saxony,德国,Europe & Mideast,欧洲,Koenigsbruecker Strasse 180,http://www.infineon.com,Discrete/Power,Discrete,"thin wafer: MOSFET (low-voltage OptiMOS), IGBT (in 2014), Power 300 (for 300mm thin wafer), Discrete Power.","thin wafer, Al, MOSFET (low-voltage OptiMOS), CoolMOS,  IGBT, IGBT (in 2014), Power 300 (for 30mm thin wafer), Discrete Power",0.13,12,120000,270000,90417,1000,130000,1999,2011,2012,2013,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Villach 300mm new,,晶圆制造工厂,"Infineon 的 Villach 300mm new，位于 Villach, Kärnten, 奥地利。",5016,晶圆厂,In production,Villach,Kärnten,奥地利,Europe & Mideast,欧洲,Siemensstraße 2,http://www.infineon.com,Discrete/Power,Discrete,"thin wafer: 300mm power GaN., MOSFET (CoolMOS and OptiMOS), IGBT, High Voltage IGBTand discrete IGBT (in 2014), Power 300 (for 30mm thin wafer), Discrete Power","thin wafer, Al, GaN, MOSFET (CoolMOS and OptiMOS), IGBT and High Voltage IGBT (in 2014), Power 300 (for 30mm thin wafer), Discrete Power",0.13,12,65000,146250,,,645800,2021,2018,2021,2021,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Regensburg-West,,晶圆制造工厂,"Infineon 的 Regensburg-West，位于 Regensburg, Bavaria, 德国。",976,晶圆厂，中试线，研发,In production,Regensburg,Bavaria,德国,Europe & Mideast,欧洲,"Wernerwerkstrasse 2, Postfach 2",http://www.infineon.com,Discrete/Power,Discrete,"special process technologies for RF (e.g. 24 GHz, 77 GHz radar; RF power amplifiers), magnetic sensors and MEMS sensors  Magnetic Field Sensors and SAW Filters","BICMOS, MEMS",0.18,8,60000,60000,87500,10,2250000,1986,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Dresden 200 - Module 1 (building 34),,晶圆制造工厂,"Infineon 的 Dresden 200 - Module 1 (building 34)，位于 Dresden, Saxony, 德国。",969,晶圆厂,in production,Dresden,Saxony,德国,Europe & Mideast,欧洲,Koenigsbruecker Strasse 180,http://www.infineon.com,Logic/Other,Logic&Micro,"ASICs, Power Ics for automotive, Flash-based automotive, Flash-based power technology (SPT), RF Ics, Smart Card IC, MCU, Analog/Mixed Signal Contract Manufacturing","CMOS, RF CMOS, eFlash, Cu, Al",0.09,8,28000,28000,58125,1,,1995,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Dresden 200 - Module 2 (building 36),,晶圆制造工厂,"Infineon 的 Dresden 200 - Module 2 (building 36)，位于 Dresden, Saxony, 德国。",2201,晶圆厂,In production,Dresden,Saxony,德国,Europe & Mideast,欧洲,Koenigsbruecker Strasse 180,http://www.infineon.com,Logic/Other,Logic&Micro,"ASICs, Power Ics for automotive, Flash-based automotive, Flash-based power technology (SPT), RF Ics, Smart Card IC, MCU, Analog/Mixed Signal Contract Manufacturing","CMOS, RF CMOS, eFlash, Cu, Al",0.09,8,28000,28000,,,,1996,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Kulim 1,,晶圆制造工厂,"Infineon 的 Kulim 1，位于 Kulim, Kedah, 马来西亚。",2130,晶圆厂,In production,Kulim,Kedah,马来西亚,SE Asia,亚太,"Lot 10 & 11, Jalan Hi-Tech 7, Industrial Zone II, Kulim Hi-Tech Park",http://www.infineon.com,Analog/Power,Analog,"power and logic chips for automotive IC and industrial applications, MEMS","CMOS, MEMS",0.13,8,110000,110000,107639,10,,2006,2005,2006,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Villach 150mm IGBT Lines,,晶圆制造工厂,"Infineon 的 Villach 150mm IGBT Lines，位于 Villach, Kärnten, 奥地利。",979,晶圆厂，研发,in production,Villach,Kärnten,奥地利,Europe & Mideast,欧洲,"Siemensstrasse 2, Postfach 173",http://www.infineon.com,Analog/Power,Analog,"100mm line for diodes, IGBT, MOSFET; Power semiconductors for automotive and industrial markets; MEMS: Pressure Sensors, Temperature Sensors, Magnetic Field Sensors and SAW Filters","CMOS; IGBT, MOSFET; MEMS",1.5,6,35000,19687.5,44907,10,304167,1981,1996,1997,1997,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Villach 200mm Line (Building 17),,晶圆制造工厂,"Infineon 的 Villach 200mm Line (Building 17)，位于 Villach, Kärnten, 奥地利。",978,晶圆厂,in production,Villach,Kärnten,奥地利,Europe & Mideast,欧洲,"Siemensstrasse 2, Postfach 173",http://www.infineon.com,Analog/Power,Analog,"Mainly power products; MOSFET IGBTS; MEMS; SiC, GaN","CMOS, SiC, GaN",0.13,8,70000,70000,36500,1,,1995,1993,1995,1995,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Kulim 3 Phase 2,,晶圆制造工厂,"Infineon 的 Kulim 3 Phase 2，位于 Kulim, Kedah, 马来西亚。",6474,晶圆厂,Constructing,Kulim,Kedah,马来西亚,SE Asia,亚太,"Lot 10 & 11, Jalan Hi-Tech 7, Industrial Zone II, Kulim Hi-Tech Park",http://www.infineon.com,Analog/Power,Analog,"Using SiC and GaN; WBG epitaxy as first step, power and logic chips for automotive IC and industrial applications, MEMS","CMOS, MEMS, EPI, SiC, GaN",0.13,8,90000,90000,,,,2027,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Villach 150mm SiC and GaN lines (combined),,晶圆制造工厂,"Infineon 的 Villach 150mm SiC and GaN lines (combined)，位于 Villach, Kärnten, 奥地利。",6161,"Fab, Pilot, R&D/Split",In production,Villach,Kärnten,奥地利,Europe & Mideast,欧洲,"Siemensstrasse 2, Postfach 173",http://www.infineon.com,Discrete/Power,Discrete,using SiC and GaN,"SiC, GaN",1.5,6,35000,19687.5,,,,2018,,2018,2018,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Kulim 3 Phase 1 (SiC Fab),,晶圆制造工厂,"Infineon 的 Kulim 3 Phase 1 (SiC Fab)，位于 Kulim, Kedah, 马来西亚。",6262,晶圆厂,In production,Kulim,Kedah,马来西亚,SE Asia,亚太,"Lot 10 & 11, Jalan Hi-Tech 7, Industrial Zone II, Kulim Hi-Tech Park",http://www.infineon.com,Analog/Power,Analog,"Using SiC and GaN EPI; WBG epitaxy as first step, power and logic chips for automotive IC and industrial applications, MEMS","CMOS, MEMS, EPI, SiC, GaN",0.13,8,90000,90000,,,129167,2024,2022,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Dresden - Module 4 (Smart Power Fab),,晶圆制造工厂,"Infineon 的 Dresden - Module 4 (Smart Power Fab)，位于 Dresden, Saxony, 德国。",6228,晶圆厂,Equipping,Dresden,Saxony,德国,Europe & Mideast,欧洲,Koenigsbruecker Strasse 180,http://www.infineon.com,Analog&Mixed Signal&Power,Analog,Using thin wafers as well. Mix between Power Discretes and Analog Mixed Signal including HV CMOS.,Analog/Mixed Signal and Power,0.13,12,90000,202500,,,,2026,2024,2026,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
InnoScience Inc. - Suzhou fab (Phase 1),,晶圆制造工厂,"InnoScience Inc. 的 Suzhou fab (Phase 1)，位于 Suzhou, Jiangsu, 中国。",5022,晶圆厂,In production,Suzhou,Jiangsu,中国,中国,亚太,"98 Xinli Rd., Wujian district",http://www.innoscience.com/,Discrete/Power,Discrete,GaN-on-Si power devices,"GaN-on-Si, (Silicon)",0.25,8,32500,32500,113022,,672319,2021,2018,2021,2021,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.innoscience.com/
Institute for Photonics and Nanotechnologies (IFN) - IFN-CNR Rome,,晶圆制造工厂,"Institute for Photonics and Nanotechnologies (IFN) 的 IFN-CNR Rome，位于 Roma, Roma, 意大利。",3090,晶圆厂，研发,In production,Roma,Roma,意大利,Europe & Mideast,欧洲,via Cineto Romano 42,http://www.ifn.cnr.it/,光电器件/激光器及其他,Opto,"R&D (advanced optoelectronics , microsystems and solid state devices)",,0.35,6,500,281.25,200,100,,1990,1989,1990,1990,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ifn.cnr.it/
"Integral, Research and Production Corporation - Semiconductor Device Factory",,晶圆制造工厂,"Integral, Research and Production Corporation 的 Semiconductor Device Factory，位于 Minsk, Minsk, Belarus。",385,晶圆厂，研发,in production,Minsk,Minsk,Belarus,Europe & Mideast,欧洲,"Korzhenevskogo Str., 12",http://www.integral.by/eng/index.php,代工/IDM/功率,Discrete,"Foundry for IC, Discrete devices (Bipolar, MOS), diodes",MOS Bipolar CMOS,0.8,6,10000,5625,41850,1000,,1965,1989,1993,1993,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.integral.by/eng/index.php
"Integral, Research and Production Corporation - Integrated Circuit (Transistor Plant)",,晶圆制造工厂,"Integral, Research and Production Corporation 的 Integrated Circuit (Transistor Plant)，位于 Minsk, Minsk, Belarus。",1488,晶圆厂,in production,Minsk,Minsk,Belarus,Europe & Mideast,欧洲,"Korzhenevskogo Str., 16",http://www.integral.by/eng/index.php,Discrete/Power,Discrete,"transistors, IC, diodes, Schottky diodes, diode matrices, varicaps, rectifiers","CMOS, MOS, Bipolar",2,4,15000,3750,,,,1968,1966,1968,1968,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.integral.by/eng/index.php
"Integral, Research and Production Corporation - Integrated Circuits",,晶圆制造工厂,"Integral, Research and Production Corporation 的 Integrated Circuits，位于 Minsk, Minsk, Belarus。",3611,晶圆厂,In production,Minsk,Minsk,Belarus,Europe & Mideast,欧洲,"Korzhenevskogo Str., 16",http://www.integral.by/eng/index.php,Discrete/Other,Discrete,Integrated circuits,,1.5,4,30000,7500,,,,1977,1976,1977,1977,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.integral.by/eng/index.php
Intel - D1X Module 2,,晶圆制造工厂,"Intel 的 D1X Module 2，位于 Hillsboro, Oregon, 美国。",3525,晶圆厂，中试线，研发,In production,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,Logic MPU,"CMOS, FinFET",0.0014,12,13000,29250,240000,,1300000,2018,2013,2018,2018,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - D1X Module 1,,晶圆制造工厂,"Intel 的 D1X Module 1，位于 Hillsboro, Oregon, 美国。",3332,晶圆厂，中试线，研发,In production,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,"R&D, Pilot","CMOS, FINFET",0.0014,12,13000,29250,240000,,1300000,2014,2010,2013,2014,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 42,,晶圆制造工厂,"Intel 的 Fab 42，位于 Chandler, Arizona, 美国。",3361,晶圆厂,In production,Chandler,Arizona,美国,美洲,NA,4500 South Dobson Road,http://www.intel.com,Logic/MPU,Logic&Micro,Logic/MPU,"CMOS, FinFET",0.007,12,35000,78750,250000,10,,2019,2011,2019,2019,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - D1X Module 3,,晶圆制造工厂,"Intel 的 D1X Module 3，位于 Hillsboro, Oregon, 美国。",5079,晶圆厂，中试线，研发,In production,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,Logic MPU,"CMOS, FinFET",0.0014,12,18000,40500,265000,,1510650,2022,2019,2022,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 38 Phase 1 (new Fab Israel),,晶圆制造工厂,"Intel 的 Fab 38 Phase 1 (new Fab Israel)，位于 Kiryat Gat, Southern District, 以色列。",5081,晶圆厂,Constructing,Kiryat Gat,Southern District,以色列,Europe & Mideast,欧洲,Tsoran,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,Logic MPU,"CMOS, strained Si, Cu, Low-K",0.0018,12,30000,67500,310000,,,2029,2021,2029,2029,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 34 (Module 1 + 2) Intel-Apollo JV,,晶圆制造工厂,"Intel 的 Fab 34 (Module 1 + 2) Intel-Apollo JV，位于 Leixlip, Kildare, 爱尔兰。",3920,晶圆厂,In production,Leixlip,Kildare,爱尔兰,Europe & Mideast,欧洲,R148 Dublin Rd,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,"Logic, MPU",CMOS,0.003,12,40000,90000,450000,,947000,2022,2019,2022,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
"Intel - Fab 11X (includes expansion, was Fab 11E)",,晶圆制造工厂,"Intel 的 Fab 11X (includes expansion, was Fab 11E)，位于 Rio Rancho (Albuquerque), New Mexico, 美国。",1796,晶圆厂,In production,Rio Rancho (Albuquerque),New Mexico,美国,美洲,NA,"4100 Sara Road Se,  Rio Rancho",http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,MPU Advanced Network Communications,"CMOS, Cu, Low-K Interconncet, strained Si, High-k, Metal Gate, Immersion Litho",0.032,12,50000,112500,375000,10,1000000,2002,2000,2002,2002,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 24 (+ Fab 14 combined),,晶圆制造工厂,"Intel 的 Fab 24 (+ Fab 14 combined)，位于 Leixlip, Kildare, 爱尔兰。",1802,晶圆厂，研发,In production-merged,Leixlip,Kildare,爱尔兰,Europe & Mideast,欧洲,"R148, Easton",http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,"Logic, MPU","CMOS, Cu, low K, strained Si",0.014,12,50000,112500,384000,1,1000000,2004,2000,2004,2004,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 28 (+Fab 28A),,晶圆制造工厂,"Intel 的 Fab 28 (+Fab 28A)，位于 Kiryat Gat, Southern District, 以色列。",1792,晶圆厂,In production-merged,Kiryat Gat,Southern District,以色列,Europe & Mideast,欧洲,Sderot Avats 2,http://www.intel.com,Logic/MPU,Logic&Micro,MPU,"CMOS, strained Si, Cu, Low-K",0.007,12,70000,157500,,10,2000000,2008,2005,2007,2008,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 29 - Mod 2 (Magdeburg),,晶圆制造工厂,"Intel 的 Fab 29 - Mod 2 (Magdeburg)，位于 Magdeburg, Saxony-Anhalt, 德国。",6273,晶圆厂,Cancelled,Magdeburg,Saxony-Anhalt,德国,Europe & Mideast,欧洲,,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,"MPU, Foundry Service",,0.0008,12,30000,67500,320000,,,,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 29 - Mod 1 (Magdeburg),,晶圆制造工厂,"Intel 的 Fab 29 - Mod 1 (Magdeburg)，位于 Magdeburg, Saxony-Anhalt, 德国。",6247,晶圆厂,Cancelled,Magdeburg,Saxony-Anhalt,德国,Europe & Mideast,欧洲,,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,,,0.0008,12,30000,67500,320000,,,,,,,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - D1C (+ D1C expansion Fab 20),,晶圆制造工厂,"Intel 的 D1C (+ D1C expansion Fab 20)，位于 Hillsboro, Oregon, 美国。",401,晶圆厂，中试线，研发,In production-merged,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,"MPU, Chip sets","CMOS, SiGe, Cu, Low-K, strained Si",0.01,12,27000,60750,270000,10,,2001,1998,2001,2001,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 32 Megafab (Fab 32+Fab 22+Fab 12),,晶圆制造工厂,"Intel 的 Fab 32 Megafab (Fab 32+Fab 22+Fab 12)，位于 Chandler, Arizona, 美国。",2183,晶圆厂,In production-merged,Chandler,Arizona,美国,美洲,NA,4500 South Dobson Road,http://www.intel.com,Logic/MPU,Logic&Micro,"MPUs, foundry","CMOS, Cu, Hf-based high K",0.01,12,66000,148500,320000,10,1000000,2007,2005,2007,2007,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - D1D,,晶圆制造工厂,"Intel 的 D1D，位于 Hillsboro, Oregon, 美国。",1867,晶圆厂，中试线，研发,In production,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,Logic development,"CMOS, Cu, Low-K Interconncet, strained Si, High-k, Metal Gate, Immersion Litho",0.007,12,16000,36000,212000,100,,2003,2001,2003,2003,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - D1X Module 4,,晶圆制造工厂,"Intel 的 D1X Module 4，位于 Hillsboro, Oregon, 美国。",6475,晶圆厂，中试线，研发,Planned,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,Logic MPU,"CMOS, FinFET",0.0008,12,16000,36000,,,,2029,2027,2029,2029,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 52,,晶圆制造工厂,"Intel 的 Fab 52，位于 Chandler, Arizona, 美国。",6219,晶圆厂,In production,Chandler,Arizona,美国,美洲,NA,4500 South Dobson Road,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,Foundry service Logic/MPU,"CMOS, FinFET",0.0018,12,40000,90000,300000,,,2025,2021,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 62,,晶圆制造工厂,"Intel 的 Fab 62，位于 Chandler, Arizona, 美国。",6220,晶圆厂,Constructing,Chandler,Arizona,美国,美洲,NA,4500 South Dobson Road,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,Foundry service Logic/MPU,"CMOS, FinFET",0.0014,12,32000,72000,300000,,,2029,2021,2029,2029,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 27 - Mod 2 (Ohio),,晶圆制造工厂,"Intel 的 Fab 27 - Mod 2 (Ohio)，位于 New Albany, Ohio, 美国。",6272,晶圆厂,Constructing,New Albany,Ohio,美国,美洲,NA,Miller Rd,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,,"CMOS, Logic MPU",0.0008,12,25000,56250,310000,,2500000,2032,2022,2032,2032,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 38 Phase 2,,晶圆制造工厂,"Intel 的 Fab 38 Phase 2，位于 Kiryat Gat, Southern District, 以色列。",6274,晶圆厂,On hold,Kiryat Gat,Southern District,以色列,Europe & Mideast,欧洲,Tsoran,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,"MPU, Foundry service","CMOS, strained Si, Cu, Low-K",0.001,12,25000,56250,310000,,,2031,2021,2031,2031,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - Fab 27 - Mod 1 (Ohio),,晶圆制造工厂,"Intel 的 Fab 27 - Mod 1 (Ohio)，位于 New Albany, Ohio, 美国。",6246,晶圆厂,Constructing,New Albany,Ohio,美国,美洲,NA,Miller Rd,http://www.intel.com,Foundry/IDM/MPU,Logic&Micro,Foundry fab for Logic,"CMOS, Logic MPU",0.001,12,30000,67500,310000,,2500000,2030,2022,2030,2030,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Intel - D1X Support MSB2,,晶圆制造工厂,"Intel 的 D1X Support MSB2，位于 Hillsboro, Oregon, 美国。",6562,晶圆厂，中试线，研发,In production,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,Logic/MPU,Logic&Micro,"Support facility for D1X, assume holding EUV tools.","CMOS, FinFET",,,,,35000,,50000,2025,2023,2025,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
