nameCn,nameEn,objectTypeName,description,property.record_id,property.facility_type,property.status,property.city,property.state_province,property.country,property.country_region,property.region,property.address,property.website,property.product_type,property.product_type_2,property.products,property.technology_and_materials,property.current_geometry,property.current_wafer_size,property.current_full_capacity,property.capacity_200mm_equivalent,property.cleanroom_sq_ft,property.cleanroom_class,property.facility_size,property.start_year,property.construction_year,property.first_silicon_year,property.production_year,property.data_source,property.source_sheet,source_url
GE - Research - GE Research Microfabrication,,研发中试工厂,"GE - Research 的 GE Research Microfabrication，位于 Niskayuna, New York, 美国。",5130,研发,In production,Niskayuna,New York,美国,美洲,NA,One Research Circle,,MEMS/R&D,MEMS,"MEMS (Si-based pressure sensors, Si-based inertial sensors, RF MEMS Switches, Humidity Sensors), SiC Mosfets,, SiC Photodiodes, LED, Wide Bandgap Semiconductors, Advanced Packaging","MEMS, LED, Si ,SiC, Glass, fused Silica, metall alloys",1,4,2400,600,28000,100,,1995,1993,1995,1995,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Glo AB - n/a,,研发中试工厂,"Glo AB 的 n/a，位于 Lund, Scania, 瑞典。",3519,研发,In production,Lund,Scania,瑞典,Europe & Mideast,欧洲,"Scheelevägen 17, Betahuset 6",http://www.glo.se/,光电器件/LED,Opto,Planar LED,,2,2,1000,62.5,,,,2006,2005,2006,2006,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.glo.se/
GTA Semiconductor - SiC Line,,研发中试工厂,"GTA Semiconductor 的 SiC Line，位于 Shanghai, Shanghai, 中国。",6277,研发，中试线,1st silicon,Shanghai,Shanghai,中国,中国,亚太,Lingang Industrial Zone,http://www.gtasemi.com.cn/,代工/功率,Discrete,"Power semiconductors, IGBT, MOSFET, SiC","JBS, MOSFET, SiC",0.35,6,30000,16875,,,,2020,,2020,2020,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.gtasemi.com.cn/
GTA Semiconductor - Fab 6 (300mm),,研发中试工厂,"GTA Semiconductor 的 Fab 6 (300mm)，位于 Shanghai, Shanghai, 中国。",6278,研发，中试线,In production,Shanghai,Shanghai,中国,中国,亚太,Lingang Industrial Zone,http://www.gtasemi.com.cn/,代工/模拟与混合信号与功率,Analog,"Analog/Mixed Signal, MCU, CIS",,0.065,12,3000,6750,,,,2021,2020,2021,2021,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.gtasemi.com.cn/
Guangdong Institute of Semiconductor Micro-Nano Manufacturing Technology - Fab 1,,研发中试工厂,"Guangdong Institute of Semiconductor Micro-Nano Manufacturing Technology 的 Fab 1，位于 Foshan, Guangdong, 中国。",6599,研发，中试线,In production,Foshan,Guangdong,中国,中国,亚太,"Taoyuan Road, Shishan Town, Nanhai District",http://www.sinanogd.ac.cn/,研发,Other,,"GaN, Si",0.13,8,5000,5000,365972,,,2025,2023,2024,2025,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.sinanogd.ac.cn/
Guanzhou Compound Innovation Center - Guanzhou Compound Innvation Center,,研发中试工厂,"Guanzhou Compound Innovation Center 的 Guanzhou Compound Innvation Center，位于 Guangzhou, Guangdong, 中国。",6574,研发，中试线,In production,Guangzhou,Guangdong,中国,中国,亚太,"Building H6, Aoyuan Square, Huangpu District",,研发,Other,,,0.35,8,2000,2000,,,,2024,2023,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Hitachi Power Device - Rinkai Works,,研发中试工厂,"Hitachi Power Device 的 Rinkai Works，位于 Hitachi, Ibaraki, 日本。",268,研发，中试线,in production,Hitachi,Ibaraki,日本,日本,日本,"2-2, Omika-cho 5-chome",http://www.hitachi-power-semiconductor-device.co.jp/en/,Discrete/Power,Discrete,"Power, High-voltage ICs and IGBTs",Bipolar MOS,1,6,6000,3375,23000,,,1980,1979,1980,1980,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.hitachi-power-semiconductor-device.co.jp/en/
Honda - Honda R&D Center,,研发中试工厂,"Honda 的 Honda R&D Center，位于 Haga, Tochigi, 日本。",307,研发，中试线,in production,Haga,Tochigi,日本,日本,日本,"4630, Oaza Shimo-Takanezawa",,Pilot,Other,"devices for automotive, engenineering control sensors MMIC, GaAs",GaAs,0.8,4,3000,750,,,,1990,1988,1990,1990,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Honeywell Incorporated - 研发,,研发中试工厂,"Honeywell Incorporated 的 研发，位于 Plymouth, Minnesota, 美国。",2247,研发,In production,Plymouth,Minnesota,美国,美洲,NA,12001 Highway 55,http://www.honeywell.com,Discrete/Other,Discrete,,"rad-hard CMOS, SOI, Bipolar",0.15,4,400,100,,,,1984,1983,1984,1984,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.honeywell.com
HRL Laboratories - High Speed Circuits Laboratory,,研发中试工厂,"HRL Laboratories 的 High Speed Circuits Laboratory，位于 Malibu, California, 美国。",325,研发,in production,Malibu,California,美国,美洲,NA,3011 Malibu Canyon Road,http://www.hrl.com,代工/研发,Other,GaN MMIC Foundry Service;  FET MMIC Digital IC,"GaAs, InP, III-V, GaN",0.2,3,500,70.3125,10000,10,250000,1988,1986,1999,1999,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.hrl.com
Huawei - Wuhan HiSilicon fab,,研发中试工厂,"Huawei 的 Wuhan HiSilicon fab，位于 Wuhan, Hubei, 中国。",6181,研发，中试线,In production,Wuhan,Hubei,中国,中国,亚太,"Gao Xin Avenue (or Gaoxin Avenue), Wuhan East Lake High-tech Development Zone",www.huawei.com,Opto/Image Sensors,Opto,Optical chips,,0.04,12,2000,4500,,,,2022,2020,2021,2022,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/output/semiconductor_ontology.json
HYPRES - N/A,,研发中试工厂,"HYPRES 的 N/A，位于 Elmsford, New York, 美国。",1680,Pilot,in production,Elmsford,New York,美国,美洲,NA,175 Clearbook Road,http://www.hypres.com,Foundry/IDM/Analog&Power,Analog,Foundry; IC technology and foundry service for digital superconductive electronics,"Nb, CMOS, Logic, Discrete, Analog",1,6,1000,562.5,,100,14600,1983,1981,1983,1983,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.hypres.com
IBM Microelectronics - Nanotech Lab Zurich,,研发中试工厂,"IBM Microelectronics 的 Nanotech Lab Zurich，位于 Rüschlikon, Zürich, 瑞士。",3141,研发,In production,Rüschlikon,Zürich,瑞士,Europe & Mideast,欧洲,Säumerstrasse 4,http://www.chips.IBM.com,研发,Other,,CMOS,0.045,6,200,112.5,9688,,64583,2011,2009,2011,2011,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.chips.IBM.com
IBM Microelectronics - The Watson Research Center,,研发中试工厂,"IBM Microelectronics 的 The Watson Research Center，位于 Yorktown Heights, New York, 美国。",363,研发,in production,Yorktown Heights,New York,美国,美洲,NA,"Route 134 Kitchewan Road 1101 Kitchawan Road, Route 134",http://www.chips.IBM.com,研发,Other,IT hardware (semiconductors and systems technology); software,"CMOS, MRAM, III-V: strained Si",0.011,8,500,500,25000,1,,1961,,1996,1997,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.chips.IBM.com
IHP GmbH - IHP Fraunhofer,,研发中试工厂,"IHP GmbH 的 IHP Fraunhofer，位于 Frankfurt, Hessen, 德国。",1722,研发,In production,Frankfurt,Hessen,德国,Europe & Mideast,欧洲,Im Technologiepark 25,http://www.ihp-microelectronics.com/,研发,Other,"MEMS, Foundry, Prototyping service, fiber optic circuits, broadband and high-frequency circuits","SiGe, BiCMOS",0.13,8,2000,2000,10764,1,64584,2000,1999,1999,2000,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ihp-microelectronics.com/
III-V Lab - Marcoussis lab,,研发中试工厂,"III-V Lab 的 Marcoussis lab，位于 Paris, Île-de-France, 法国。",3488,研发，中试线,In production,Paris,Île-de-France,法国,Europe & Mideast,欧洲,Route de Nozay F-91461 Marcoussis Cedex,http://www.3-5lab.fr/,光电器件/激光器及其他,Opto,"Laser diodes, Optical amplifiers, Photodiodes, InP HBTs, GaN for Power and Microwave, III-V epitaxy","GaAs, InP, GaSb, Si, SiC, GaN",0.8,4,500,125,22000,1000,,2005,2004,2005,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.3-5lab.fr/
III-V Lab - Palaiseau lab,,研发中试工厂,"III-V Lab 的 Palaiseau lab，位于 Paris, Île-de-France, 法国。",3489,研发，中试线,In production,Paris,Île-de-France,法国,Europe & Mideast,欧洲,"1, avenue Augustin Fresnel , RD128_x000D_
F-91767 Palaiseau Cedex",http://www.3-5lab.fr/,光电器件/激光器及其他,Opto,"Laser diodes, Optical amplifiers, Photodiodes, InP HBTs, GaN for Power and Microwave, III-V epitaxy","GaAs, InP, GaSb, Si, SiC, GaN",0.8,4,500,125,22000,1000,,2005,2004,2005,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.3-5lab.fr/
IMEC - 300mm: Fab 3 (was 450mm pilot),,研发中试工厂,"IMEC 的 300mm: Fab 3 (was 450mm pilot)，位于 Leuven, Flemish Brabant, 比利时。",3441,研发,In production,Leuven,Flemish Brabant,比利时,Europe & Mideast,欧洲,Kapeldreff 75,https://www.imec-int.com/en,代工/研发,Other,R&D,CMOS,0.002,12,2500,5625,43056,100,,2016,2014,2016,2016,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.imec-int.com/en
IMEC - 200mm: Fab 1 (Silicon Pilot Line),,研发中试工厂,"IMEC 的 200mm: Fab 1 (Silicon Pilot Line)，位于 Leuven, Flemish Brabant, 比利时。",374,研发,in production,Leuven,Flemish Brabant,比利时,Europe & Mideast,欧洲,"Kapeldreff 75, B-3001",https://www.imec-int.com/en,代工/研发,Other,"Foundry; Optical Lithography, Advanced Logic DRAM WLAN, SiGe-based BiCMOS, MEMS, LED; Photonics, Fluidics, Genomics.","CMOS, Cu, SBT, High-K,BICMOS, SiGe, Bipolar, GaN, SiN",0.13,8,500,500,18837,1,55972,1984,1982,1984,1984,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.imec-int.com/en
IMEC - 300mm: Fab 2 + Fab 2-300mm extension (Nanoelectronics Lab),,研发中试工厂,"IMEC 的 300mm: Fab 2 + Fab 2-300mm extension (Nanoelectronics Lab)，位于 Leuven, Flemish Brabant, 比利时。",1960,研发,In production-merged,Leuven,Flemish Brabant,比利时,Europe & Mideast,欧洲,Kapeldreff 75,https://www.imec-int.com/en,代工/研发,Other,"Foundry; Lithography, Advanced Process Research","Logic, CMOS",0.005,12,2000,4500,36598,1,58126,2005,2003,2005,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.imec-int.com/en
IMEC - 300mm: Fab 4 (sub-1nm pilot),,研发中试工厂,"IMEC 的 300mm: Fab 4 (sub-1nm pilot)，位于 Leuven, Flemish Brabant, 比利时。",6564,研发，中试线,Announced,Leuven,Flemish Brabant,比利时,Europe & Mideast,欧洲,Kapeldreff 75,https://www.imec-int.com/en,代工/研发,Other,pilot line for sub-1nm development,,0.001,12,1500,3375,43055,,,2029,2026,2029,2029,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.imec-int.com/en
IMEC - 300mm: Fab 5 (Chip Innovation Centre),,研发中试工厂,"IMEC 的 300mm: Fab 5 (Chip Innovation Centre)，位于 Campanillas (Malaga), Malaga, 西班牙。",6676,研发，中试线,Planned,Campanillas (Malaga),Malaga,西班牙,Europe & Mideast,欧洲,C. Marie Curie 35,https://www.imec-int.com/en,代工/研发,Other,"Specialized chip technologies (like photonics, advanced sensing, and non-standard processes). application-rich domains, such as healthcare and AR/VR",MEMS,0.007,12,2000,4500,21527,,,2029,2026,2029,2029,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.imec-int.com/en
IMEC - 300mm: NanoIC Pilot Line,,研发中试工厂,"IMEC 的 300mm: NanoIC Pilot Line，位于 Leuven, Flemish Brabant, 比利时。",6694,研发，中试线,Equipping,Leuven,Flemish Brabant,比利时,Europe & Mideast,欧洲,Kapeldreff 75,https://www.imec-int.com/en,代工/研发,Other,"development and maturation of selected advanced logic, memory, and interconnect technologies. NanoIC pilot line provides early access to advanced process design kits (PDKs)",,0.0014,12,1500,3375,,,,2026,2024,2026,2026,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.imec-int.com/en
Infineon - Villach 300mm thin wafer pilot,,研发中试工厂,"Infineon 的 Villach 300mm thin wafer pilot，位于 Villach, Kärnten, 奥地利。",3337,"R&D, Pilot/Split",In production,Villach,Kärnten,奥地利,Europe & Mideast,欧洲,Siemensstraße 2,http://www.infineon.com,Discrete/Power,Discrete,"thin wafer:  300mm power GaN, MOSFET (CoolMOS and OptiMOS), IGBT, High Voltage IGBTand discrete IGBT (in 2014), Power 300 (for 30mm thin wafer), Discrete Power","thin wafer, Al, GaN, MOSFET (CoolMOS and OptiMOS), IGBT and High Voltage IGBT (in 2014), Power 300 (for 30mm thin wafer), Discrete Power",0.13,12,11000,24750,,,,2011,2010,2011,2012,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Villach Building 17a and 17b (part of Pilot 4.0),,研发中试工厂,"Infineon 的 Villach Building 17a and 17b (part of Pilot 4.0)，位于 Villach, Kärnten, 奥地利。",3826,研发，中试线,In production,Villach,Kärnten,奥地利,Europe & Mideast,欧洲,"Siemensstrasse 2, Postfach 173",http://www.infineon.com,Analog/Power,Analog,power devices,"thin wafer, Al, MOSFET (low-voltage OptiMOS), CoolMOS,  IGBT, IGBT (in 2014), Power 300 (for 30mm thin wafer), Discrete Power, MEMS",0.13,8,2000,2000,19375,,182988,2016,2014,2016,2016,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Building 38 - 200mm Line (was Prototype fab with Fraunhofer),,研发中试工厂,"Infineon 的 Building 38 - 200mm Line (was Prototype fab with Fraunhofer)，位于 Dresden, Saxony, 德国。",6521,研发,In production,Dresden,Saxony,德国,Europe & Mideast,欧洲,Koenigsbruecker Strasse 180,http://www.infineon.com,Logic/Other,Logic&Micro,prototyping for copper-based logic chips,"CMOS, CU",0.13,8,500,500,29063,1000,,2020,2020,2020,2020,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
Infineon - Building 47 - 200mm Line (was Screening fab Fraunhofer IPMS),,研发中试工厂,"Infineon 的 Building 47 - 200mm Line (was Screening fab Fraunhofer IPMS)，位于 Dresden, Saxony, 德国。",6522,研发,In production,Dresden,Saxony,德国,Europe & Mideast,欧洲,Koenigsbruecker Strasse 180,http://www.infineon.com,研发,Other,"Nanotechnology, Nanopatterning, High-k Devices and Interconnects","Cu, High-K, Low-K, EPI (SiGe, Poly-Si, a-Si),",0.13,8,2000,2000,8611,1000,,2020,2020,2020,2020,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.infineon.com
InnoScience Inc. - Zhuhai R&D center,,研发中试工厂,"InnoScience Inc. 的 Zhuhai R&D center，位于 Zhuhai, Guangdong, 中国。",4954,研发，中试线,In production,Zhuhai,Guangdong,中国,中国,亚太,"No. 39, Jinyuan 2nd Road, High-tech Zone",http://www.innoscience.com/,Discrete/Power,Discrete,Silicon-based GaN power devices,GaN,0.25,8,12000,12000,37700,10,183600,2017,2016,2017,2017,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.innoscience.com/
Institute of Microelectronics - Chernogolovka,,研发中试工厂,"Institute of Microelectronics 的 Chernogolovka，位于 Chernogolovka, Moscow Oblast, 俄罗斯。",381,研发,in production,Chernogolovka,Moscow Oblast,俄罗斯,Europe & Mideast,欧洲,"6, Institutskaya Street",http://www.ipmt-hpm.ac.ru/about/index.en.html,研发,Other,N/A,N/A,2,2,500,31.25,,,,1962,1961,1962,1962,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ipmt-hpm.ac.ru/about/index.en.html
Institute of Microelectronics - Yaroslavl,,研发中试工厂,"Institute of Microelectronics 的 Yaroslavl，位于 Yaroslavl, Yaroslavl Oblast, 俄罗斯。",382,研发,in production,Yaroslavl,Yaroslavl Oblast,俄罗斯,Europe & Mideast,欧洲,"Universitetskaya Street, 21",http://www.ipmt-hpm.ac.ru/about/index.en.html,研发,Other,N/A,N/A,2,2,500,31.25,,,,1963,1961,1962,1963,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.ipmt-hpm.ac.ru/about/index.en.html
Institute of Science & Technology - N/A,,研发中试工厂,"Institute of Science & Technology 的 N/A，位于 Trento, Trento, 意大利。",384,Pilot,in production,Trento,Trento,意大利,Europe & Mideast,欧洲,Via Sommarive 14,,Pilot,Other,CCD image sensors,CMOS,0.25,4,10000,2500,,,,1989,1987,1989,1989,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Institute of Semiconductors CAS - Research Center for Semiconductor,,研发中试工厂,"Institute of Semiconductors CAS 的 Research Center for Semiconductor，位于 Beijing, Beijing, 中国。",3091,研发,In production,Beijing,Beijing,中国,中国,亚太,"No.A35, QingHua East Road, Haidian District",http://www.semi.ac.cn/semi/en/,研发,Other,"R&D (IC, optoelectronics, and microelectronics)",,1,4,1000,250,18299,100,,2004,2003,2004,2004,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semi.ac.cn/semi/en/
Institute of Semiconductors CAS - Semiconductor Lighting R&D Center,,研发中试工厂,"Institute of Semiconductors CAS 的 Semiconductor Lighting R&D Center，位于 Beijing, Beijing, 中国。",3092,研发,In production,Beijing,Beijing,中国,中国,亚太,"3F, No.A35, QingHua East Road, Haidian District",http://www.semi.ac.cn/semi/en/,光电器件/LED,Opto,LED,Sapphire,2,2,2000,125,16146,100,,2008,2006,2008,2008,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.semi.ac.cn/semi/en/
Institute of Technology Georgia - Pettit Microelectronics Center,,研发中试工厂,"Institute of Technology Georgia 的 Pettit Microelectronics Center，位于 Atlanta, Georgia, 美国。",2462,研发,In production,Atlanta,Georgia,美国,美洲,NA,791 Atlantic Drive N.W.,http://www.mirc.gatech.edu/,研发,Other,,"CMOS, MEMS, III-V",0.25,4,50,12.5,8500,100,100000,1988,1986,1988,1988,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.mirc.gatech.edu/
"Integral, Research and Production Corporation - 200mm Pilot",,研发中试工厂,"Integral, Research and Production Corporation 的 200mm Pilot，位于 Minsk, Minsk, Belarus。",2428,Pilot,In production,Minsk,Minsk,Belarus,Europe & Mideast,欧洲,"Korzhenevskogo Str., 12",http://www.integral.by/eng/index.php,代工/IDM/功率,Other,VLSI,CMOS,0.18,8,1000,1000,,,,2008,2006,2008,2008,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.integral.by/eng/index.php
Intel - RP1,,研发中试工厂,"Intel 的 RP1，位于 Hillsboro, Oregon, 美国。",1866,研发,in production,Hillsboro,Oregon,美国,美洲,NA,2501 Northwest 229th Avenue,http://www.intel.com,研发,Other,"R&D, NOR Flash","CMOS Cu, low K, SOI, Flash; strained Si",0.003,12,500,1125,56000,10,115000,2001,2000,2001,2001,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.intel.com
Jiaxing Boncom-Semi - Jiaxing,,研发中试工厂,"Jiaxing Boncom-Semi 的 Jiaxing，位于 Jiaxing, Zhejiang, 中国。",6639,Pilot,In production,Jiaxing,Zhejiang,中国,中国,亚太,"108 Chaohui Road, Nanhu District",http://boncom-semi.com/,Discrete/Power,Discrete,,,0.35,6,250,140.625,,,,2024,2023,2024,2024,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://boncom-semi.com/
JiuFengShan Lab (JFS Lab) - JFS Lab 8inch line,,研发中试工厂,"JiuFengShan Lab (JFS Lab) 的 JFS Lab 8inch line，位于 Wuhan, Hubei, 中国。",6496,研发,In production,Wuhan,Hubei,中国,中国,亚太,Hubei Jiufengshan Laboratory,,研发,Other,"GaN, SiGe","GaN, SiGe",0.5,8,3000,3000,,,,2023,2021,2023,2023,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
JiuFengShan Lab (JFS Lab) - JFS Lab 6inch Line,,研发中试工厂,"JiuFengShan Lab (JFS Lab) 的 JFS Lab 6inch Line，位于 Wuhan, Hubei, 中国。",6497,研发,In production,Wuhan,Hubei,中国,中国,亚太,Hubei Jiufengshan Laboratory,,研发,Other,"GaN, SiC, GaAs","GaN, SiC, GaAs",0.5,6,3000,1687.5,,,,2023,,2023,2023,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
JiuFengShan Lab (JFS Lab) - JFS Lab 4inch Line,,研发中试工厂,"JiuFengShan Lab (JFS Lab) 的 JFS Lab 4inch Line，位于 Wuhan, Hubei, 中国。",6498,研发,In production,Wuhan,Hubei,中国,中国,亚太,Hubei Jiufengshan Laboratory,,研发,Other,InP,InP,0.5,4,2000,500,,,,2023,,2023,2023,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Kioxia/WD (was Flash Alliance) - New R&D Center,,研发中试工厂,"Kioxia/WD (was Flash Alliance) 的 New R&D Center，位于 Yokkaichi, Mie, 日本。",3905,研发,In production,Yokkaichi,Mie,日本,日本,日本,"800, Yamanoisshiki-cho",,存储器/闪存-3D NAND,Memory,Memory R&D Center,3D BiCS,0.019,12,500,1125,,,,2018,2017,2018,2018,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,file:///Users/simon/Documents/Simon-OB/%E6%9C%AC%E4%BD%93%E8%AE%BA/base/%E5%8D%8A%E5%AF%BC%E4%BD%93/SEMI_WFF_2026_1Q.xlsx
Korea National Center for Nanomaterials Technology (NCNT) - NCNT,,研发中试工厂,"Korea National Center for Nanomaterials Technology (NCNT) 的 NCNT，位于 Pohang, Gyeongbuk, 韩国。",3136,研发,In production,Pohang,Gyeongbuk,韩国,韩国,亚太,"POSTECH San 31, Hyojadong, Namgu,",http://www.nano.or.kr/,代工/研发,Other,"R&D, EUVL Metrology, Nano materials",,0.032,8,3000,3000,25510,100,125507,2007,2005,2007,2007,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.nano.or.kr/
Korea National Nanofab Center - NNFC,,研发中试工厂,"Korea National Nanofab Center 的 NNFC，位于 Daejeon, Daejeon, 韩国。",3048,研发，中试线,In production,Daejeon,Daejeon,韩国,韩国,亚太,"335, Gwahangno Yuseong-gu",https://www.nnfc.re.kr/eng/index.jsp,研发,Other,Nanotech-related engineering samples,"CMOS, RF, MEMS, SOI",0.25,8,3000,3000,43971,1,182986,2005,2003,2005,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,https://www.nnfc.re.kr/eng/index.jsp
Korea Photonics Technology Institute (KOPTI) - Pilot Production Center,,研发中试工厂,"Korea Photonics Technology Institute (KOPTI) 的 Pilot Production Center，位于 Gwangju, Gwangju, 韩国。",3099,Pilot,In production,Gwangju,Gwangju,韩国,韩国,亚太,5 Cheomdan,http://www.kopti.re.kr/,光电器件/LED,Opto,LED,Sapphire,2,2,3000,187.5,36113,100,,2005,2004,2005,2005,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://www.kopti.re.kr/
Lakeside Optoelectronics Technology - R&D Line,,研发中试工厂,"Lakeside Optoelectronics Technology 的 R&D Line，位于 Changzhou, Jiangsu, 中国。",6605,研发,In production,Changzhou,Jiangsu,中国,中国,亚太,"Building 5, No. 968 Chenfeng Road, Jintan District",http://en.hupanoled.com/,光电器件/激光器及其他,Opto,,MicroOLED,0.13,8,500,500,,,,2018,2017,2018,2018,/Users/simon/Documents/Simon-OB/本体论/base/半导体/SEMI_WFF_2026_1Q.xlsx,Company Detail,http://en.hupanoled.com/
