nameCn,nameEn,objectTypeName,description,property.statistic_period,property.capacity_value,property.wafer_size,property.market_region,property.data_source,property.company_name,property.segment,property.metric_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
Shenzhen MTC LED 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,275000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Shenzhen MTC LED,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Shindengen Electric Manufacturing Co., Ltd. 2026Q4 geometry capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,153984.375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Shindengen Electric Manufacturing Co., Ltd.",总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Shindengen Electric Manufacturing Co., Ltd. 2026Q4 geometry capacity 1310 up (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,138359.375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Shindengen Electric Manufacturing Co., Ltd.",1310 up,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Shindengen Electric Manufacturing Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,153984.375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Shindengen Electric Manufacturing Co., Ltd.",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"SiEn Integrated Circuits Co., Ltd. 2026Q4 foundry installed capacity foundry (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,131250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"SiEn Integrated Circuits Co., Ltd.",foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"SiEn Integrated Circuits Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,131250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"SiEn Integrated Circuits Co., Ltd.",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"SiEn Integrated Circuits Co., Ltd. 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,94500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"SiEn Integrated Circuits Co., Ltd.",逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SilTerra Malaysia Sdn. Bhd. 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,55000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SilTerra Malaysia Sdn. Bhd.,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SilTerra Malaysia Sdn. Bhd. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,55000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SilTerra Malaysia Sdn. Bhd.,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Silan Microelectronics Co., Ltd. 2026Q4 geometry capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,502250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Silan Microelectronics Co., Ltd.",总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Silan Microelectronics Co., Ltd. 2026Q4 geometry capacity 080-130 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,247500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Silan Microelectronics Co., Ltd.",080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Silan Microelectronics Co., Ltd. 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,502250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Silan Microelectronics Co., Ltd.",all,installed_wafer_capacity,466250,538250,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Silex Microsystems AB 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,35000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Silex Microsystems AB,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Skywater 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,62500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Skywater,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Skywater 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,62500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Skywater,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Sony 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,496265.625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Sony,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Sony 2026Q4 geometry capacity 034-046 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,247500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Sony,034-046,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Sony 2026Q4 geometry capacity 047-079 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,157500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Sony,047-079,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Sony 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,496265.625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Sony,all,installed_wafer_capacity,476015.625,505265.625,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Sony 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,46000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Sony,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Swaysure Technology 2026Q4 memory capacity 存储器 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 memory capacity observation.,2026Q4,22500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Swaysure Technology,存储器,memory_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,98000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC),foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,98000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,3729500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,3732875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 003-005 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,920250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,003-005,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 006-007 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,270000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,006-007,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 011-016 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,464625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,011-016,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 021-033 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,675000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,021-033,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 034-046 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,675000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,034-046,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,235000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity 131-350 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,268000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,131-350,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 geometry capacity ≤0.02μm (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,216000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,≤0.02μm,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,3732875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,all,installed_wafer_capacity,3532375,3933125,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,3184875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TSMC,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TYSiC 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,46875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TYSiC,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Taiwan-Asia Semiconductor Corporation (TASC) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,79250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Taiwan-Asia Semiconductor Corporation (TASC),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Texas Instruments 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,768875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Texas Instruments 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,412000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Texas Instruments 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,768875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Texas Instruments,all,installed_wafer_capacity,721625,825125,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Toshiba (TDSC) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,321875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Toshiba (TDSC),总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Toshiba (TDSC) 2026Q4 geometry capacity 131-350 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,148625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Toshiba (TDSC),131-350,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Toshiba (TDSC) 2026Q4 geometry capacity 810-1300 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,173250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Toshiba (TDSC),810-1300,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Toshiba (TDSC) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,321875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Toshiba (TDSC),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Tower Partners Semiconductor (TPSCo) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,87000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Tower Partners Semiconductor (TPSCo),foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Tower Partners Semiconductor (TPSCo) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,87000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Tower Partners Semiconductor (TPSCo),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TowerJazz Semiconductors Ltd. 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,139000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TowerJazz Semiconductors Ltd. 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,139000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
TowerJazz Semiconductors Ltd. 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,139000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,TowerJazz Semiconductors Ltd.,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Tyntek Corporation 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,58125,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Tyntek Corporation,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,1002843.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,1002843.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 geometry capacity 021-033 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,257625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,021-033,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 geometry capacity 034-046 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,256500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,034-046,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,279250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation by company.,2026Q4,1002843.75,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,all,installed_wafer_capacity,973593.75,1032093.75,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 logic and micro capacity 逻辑与微器件 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 logic and micro capacity observation.,2026Q4,626625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,UMC,逻辑与微器件,logic_micro_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Unisonic Technologies 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,95625,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Unisonic Technologies,foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Unisonic Technologies 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,151875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Unisonic Technologies,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Unisonic Technologies 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,151875,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Unisonic Technologies,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing) 2026Q4 foundry installed capacity foundry (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,406250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing)",foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing) 2026Q4 geometry capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,406250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing)",总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing) 2026Q4 geometry capacity 080-130 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,225000,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing)",080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing) 2026Q4 geometry capacity 131-350 (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,181250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing)",131-350,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing) 2026Q4 installed wafer capacity (SEMI WFF)",,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,406250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing)",all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Vanguard International Semiconductor (VIS) 2026Q4 foundry installed capacity foundry (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 foundry installed capacity observation.,2026Q4,326500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Vanguard International Semiconductor (VIS),foundry,foundry_installed_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Vanguard International Semiconductor (VIS) 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,326500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Vanguard International Semiconductor (VIS),总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Vanguard International Semiconductor (VIS) 2026Q4 geometry capacity 080-130 (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,307500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Vanguard International Semiconductor (VIS),080-130,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Vanguard International Semiconductor (VIS) 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,326500,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Vanguard International Semiconductor (VIS),all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Vishay Intertechnology 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,77634.375,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Vishay Intertechnology,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Western Digital 2026Q4 installed wafer capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 installed wafer capacity observation.,2026Q4,41250,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Western Digital,all,installed_wafer_capacity,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Winbond Electronic Corporation 2026Q4 geometry capacity (SEMI WFF),,晶圆产能,SEMI WFF 2026 Q1 geometry capacity observation.,2026Q4,186750,200mm equivalent,global,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Winbond Electronic Corporation,总计,capacity_by_geometry,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
