company_name,metric_name,metric_period,metric_value,currency_or_unit,segment,related_object_type,source_doc,source_sheet,source_date,adopted,notes
Scottish Microelectronics Centre,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 501."
Scottish Microelectronics Centre,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 501."
Bi-CMOS Foundry,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 501."
Bi-CMOS Foundry,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 501."
Bi-CMOS Foundry,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 501."
"Jiangsu JieJie Microelectronics Co.,Ltd.",construction_spending,2025,45,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 502."
"Jiangsu JieJie Microelectronics Co.,Ltd.",construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 502."
"Jiangsu JieJie Microelectronics Co.,Ltd.",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 502."
GeneSiC Semiconductor Inc.,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 502."
GeneSiC Semiconductor Inc.,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 502."
GeneSiC Semiconductor Inc.,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 502."
Seiko NPC (formaly Nippon Precision Circuits),construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 503."
Seiko NPC (formaly Nippon Precision Circuits),construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 503."
Seiko NPC (formaly Nippon Precision Circuits),construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 503."
MOSPEC Semiconductor Corp.,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 503."
MOSPEC Semiconductor Corp.,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 503."
MOSPEC Semiconductor Corp.,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 503."
"Jiangxi Lianovation Optoelecronics Science & Technology Co.,Ltd.",construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 504."
"Jiangxi Lianovation Optoelecronics Science & Technology Co.,Ltd.",construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 504."
"Jiangxi Lianovation Optoelecronics Science & Technology Co.,Ltd.",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 504."
Semefab Ltd.,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 504."
Semefab Ltd.,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 504."
Semefab Ltd.,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 504."
Semicoa Semiconductors,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 505."
Semicoa Semiconductors,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 505."
Semicoa Semiconductors,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 505."
"Murata Manufacturing Company, Ltd.",equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 505."
"Murata Manufacturing Company, Ltd.",equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 505."
"Murata Manufacturing Company, Ltd.",equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 505."
"Jiangyin Xinshun Microelectronic Co., Ltd.",construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 506."
"Jiangyin Xinshun Microelectronic Co., Ltd.",construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 506."
"Jiangyin Xinshun Microelectronic Co., Ltd.",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 506."
Semikron Elektronik GmbH & Co. KG,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 506."
Semikron Elektronik GmbH & Co. KG,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 506."
Semikron Elektronik GmbH & Co. KG,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 506."
SemiLEDs,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 507."
SemiLEDs,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 507."
SemiLEDs,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 507."
Nanjing Gaoxin Semiconductor Corporation (NSMC),equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 507."
Nanjing Gaoxin Semiconductor Corporation (NSMC),equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 507."
Nanjing Gaoxin Semiconductor Corporation (NSMC),equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 507."
Jilin Magic Semiconductor,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 508."
Jilin Magic Semiconductor,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 508."
Jilin Magic Semiconductor,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 508."
"SemiSouth Laboratories, Inc.",equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 508."
"SemiSouth Laboratories, Inc.",equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 508."
"SemiSouth Laboratories, Inc.",equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 508."
SensFab Pte. Ltd.,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 509."
SensFab Pte. Ltd.,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 509."
SensFab Pte. Ltd.,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 509."
Nanoshift LLC,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 509."
Nanoshift LLC,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 509."
Nanoshift LLC,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 509."
Jilin Sino-Microelectronics Co. Ltd.,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 510."
Jilin Sino-Microelectronics Co. Ltd.,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 510."
Jilin Sino-Microelectronics Co. Ltd.,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 510."
Sensitron Semiconductor,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 510."
Sensitron Semiconductor,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 510."
Sensitron Semiconductor,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 510."
"Sensor Electronic Technology, Inc.",construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 511."
"Sensor Electronic Technology, Inc.",construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 511."
"Sensor Electronic Technology, Inc.",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 511."
"Nanostructures, Inc.",equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 511."
"Nanostructures, Inc.",equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 511."
"Nanostructures, Inc.",equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 511."
JSC ALFA,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 512."
JSC ALFA,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 512."
JSC ALFA,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 512."
ETRI,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 512."
ETRI,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 512."
ETRI,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 512."
"Shanghai PN-Stone Optoelectronics Co.,Ltd.",construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 513."
"Shanghai PN-Stone Optoelectronics Co.,Ltd.",construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 513."
"Shanghai PN-Stone Optoelectronics Co.,Ltd.",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 513."
Nanotech - the UCSB Nanofabrication Facility,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 513."
Nanotech - the UCSB Nanofabrication Facility,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 513."
Nanotech - the UCSB Nanofabrication Facility,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 513."
KEC Corporation,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 514."
KEC Corporation,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 514."
KEC Corporation,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 514."
Angstrem,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 514."
Angstrem,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 514."
Angstrem,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 514."
"Shindengen Electric Manufacturing Co., Ltd.",construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 515."
"Shindengen Electric Manufacturing Co., Ltd.",construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 515."
"Shindengen Electric Manufacturing Co., Ltd.",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 515."
National Nano Device Laboratories (NDL),equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 515."
National Nano Device Laboratories (NDL),equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 515."
National Nano Device Laboratories (NDL),equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 515."
Knowledge*on Inc.,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 516."
Knowledge*on Inc.,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 516."
Knowledge*on Inc.,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 516."
Fudan University - School of Microelectronics,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 516."
Fudan University - School of Microelectronics,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 516."
Fudan University - School of Microelectronics,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 516."
SIGM PLUS Co.,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 517."
SIGM PLUS Co.,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 517."
SIGM PLUS Co.,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 517."
NeoPhotonics Corporation,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 517."
NeoPhotonics Corporation,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 517."
NeoPhotonics Corporation,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 517."
Kodenshi Corp,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 518."
Kodenshi Corp,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 518."
Kodenshi Corp,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 518."
Silanna (was Sapphicon),equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 518."
Silanna (was Sapphicon),equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 518."
Silanna (was Sapphicon),equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 518."
Silex Microsystems AB,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 519."
Silex Microsystems AB,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 519."
Silex Microsystems AB,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 519."
"Huayue Microelectronics Co.,Ltd",equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 519."
"Huayue Microelectronics Co.,Ltd",equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 519."
"Huayue Microelectronics Co.,Ltd",equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 519."
Korea Advanced Nano Fab Center (KANC),construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 520."
Korea Advanced Nano Fab Center (KANC),construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 520."
Korea Advanced Nano Fab Center (KANC),construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 520."
"AquaLite Co., Ltd",equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 520."
"AquaLite Co., Ltd",equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 520."
"AquaLite Co., Ltd",equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 520."
SINTEF,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 521."
SINTEF,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 521."
SINTEF,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 521."
New Jersey Institute of Technology,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 521."
New Jersey Institute of Technology,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 521."
New Jersey Institute of Technology,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 521."
Korea National Center for Nanomaterials Technology (NCNT),construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 522."
Korea National Center for Nanomaterials Technology (NCNT),construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 522."
Korea National Center for Nanomaterials Technology (NCNT),construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 522."
Colibrys Sa,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 522."
Colibrys Sa,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 522."
Colibrys Sa,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 522."
Analog Devices Inc,construction_spending,2025,130,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 523."
Analog Devices Inc,construction_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 523."
Analog Devices Inc,construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 523."
3S Photonics,equipment_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 523."
3S Photonics,equipment_spending,2026,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 523."
3S Photonics,equipment_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 523."
